StudentID,Name,Age,Gender,Program,Year,AttendancePercent,CGPA,EnrolledDate,Status,ScholarshipStatus,HostelResident,PlacementStatus,TotalFeeINR,FeePaidINR,PendingFeeINR,FeeStatus,City,State
S0654,Oliver Solanki,22,Male,B.Sc (Physics),4,99.35,6.82,03-09-2024,Active,Yes,No,,220000,146696.89,18303.11,Partial,Cochin,Kerala
S0655,Tanveer Dhingra,21,Female,B.Sc (Maths),1,89.89,8.12,30-05-2022,On Leave,Yes,No,,200000,87431.66,12568.34,Partial,Lucknow,Uttar Pradesh
S0656,Darika Sharaf,23,Female,MBA,2,97.66,6.42,19-06-2022,Dropped,Yes,No,Placed,450000,112370.28,112629.72,Partial,Hyderabad,Telangana
S0657,Hritik Bava,19,Female,MCA,1,67.48,8,17-10-2024,Dropped,Yes,No,,350000,195136.29,67363.71,Partial,Bhopal,Madhya Pradesh
S0658,Mitali Sami,21,Female,BBA,1,61.85,7.28,16-07-2022,Dropped,No,No,,300000,220300.18,79699.82,Partial,Kolkata,West Bengal
S0659,Aradhana Venkatesh,23,Female,MCA,1,73.3,6.88,11-02-2023,Dropped,Yes,Yes,Not Placed,350000,73746.9,101253.1,Partial,Patna,Bihar
S0660,Aadi Badami,21,Female,B.Tech (CSE),4,80.37,8.82,29-06-2023,Active,Yes,No,Not Placed,600000,247752.86,202247.14,Partial,Delhi,Delhi
S0661,Harini Hora,21,Female,MCA,2,96.94,7.11,26-06-2025,Active,Yes,No,Not Placed,350000,129387.71,45612.29,Partial,Chandigarh,Punjab
S0662,Pahal Bhasin,23,Female,B.Com,4,67.22,6.54,13-09-2021,Dropped,Yes,Yes,Not Placed,250000,67301,120199,Partial,Patna,Bihar
S0663,Girish Dixit,21,Male,B.Sc (Physics),3,96.63,5.18,22-12-2024,Dropped,Yes,No,,220000,139496.73,25503.27,Partial,Ahmedabad,Gujarat
S0664,Vincent Atwal,25,Male,MBA,2,80.79,6.76,23-04-2023,Graduated,No,Yes,Placed,450000,351757.69,98242.31,Partial,Pune,Maharashtra
S0665,Veer Oommen,19,Female,B.Tech (CSE),1,90.76,6.42,11-06-2022,Graduated,Yes,No,,600000,153261.56,146738.44,Partial,Bhopal,Madhya Pradesh
S0666,Fiyaz Nigam,21,Female,MCA,2,72.09,6.1,29-07-2022,Graduated,Yes,No,,350000,117551.66,57448.34,Partial,Hyderabad,Telangana
S0667,Yashoda Koshy,25,Female,B.Tech (ECE),4,84.74,7.96,29-06-2023,On Leave,Yes,No,Not Placed,550000,175639.33,99360.67,Partial,Lucknow,Uttar Pradesh
S0668,Jagvi Deshpande,23,Male,B.Sc (Maths),1,71.76,7.57,16-09-2023,Graduated,No,Yes,,200000,146111.88,53888.12,Partial,Mumbai,Maharashtra
S0669,Hemani Khalsa,24,Female,B.Sc (Maths),1,80.47,6.02,21-08-2024,Dropped,No,No,,200000,127442.35,72557.65,Partial,Bhopal,Madhya Pradesh
S0670,Waida Rattan,23,Male,MCA,2,90.43,6.71,20-07-2023,Active,No,No,Not Placed,350000,313929.26,36070.74,Partial,Cochin,Kerala
S0671,Nandini Amble,24,Female,B.Sc (Maths),2,79.51,6.79,25-06-2025,Active,No,No,,200000,177144.27,22855.73,Partial,Jaipur,Rajasthan
S0672,Jeevika Bhargava,18,Male,MBA,2,75.9,8.86,30-05-2022,Active,Yes,No,Not Placed,450000,272702.38,64797.62,Partial,Chennai,Tamil Nadu
S0673,Osha Bhargava,24,Male,B.Tech (CSE),4,88.18,9.11,08-09-2024,Active,No,Yes,Placed,600000,386304.35,213695.65,Partial,Ahmedabad,Gujarat
S0674,Bahadurjit Kurian,23,Female,MCA,2,77.06,8.83,20-05-2022,Graduated,Yes,Yes,,350000,115702.92,146797.08,Partial,Patna,Bihar
S0675,Jason Date,18,Female,B.Sc (Physics),3,94.89,7.33,20-09-2021,Dropped,Yes,No,,220000,92245.48,17754.52,Partial,Ahmedabad,Gujarat
S0676,Devika Varma,24,Female,BBA,2,84.3,7.55,05-08-2024,Dropped,No,Yes,,300000,286362.13,13637.87,Partial,Chandigarh,Punjab
S0677,Radha Narayanan,20,Male,B.Tech (ECE),2,72.73,9.13,19-01-2025,Dropped,Yes,Yes,,550000,381704.9,30795.1,Partial,Jaipur,Rajasthan
S0678,Arin Wadhwa,23,Female,MCA,1,80.99,6.42,25-05-2024,Active,Yes,No,Not Placed,350000,94641.14,167858.86,Partial,Delhi,Delhi
S0679,Libni Bumb,23,Female,BBA,1,93.94,6.99,08-11-2022,Graduated,Yes,No,,300000,138616.44,86383.56,Partial,Hyderabad,Telangana
S0680,Dhruv Mand,22,Male,B.Tech (ECE),1,79.77,9.02,06-03-2022,Active,No,No,,550000,518382.83,31617.17,Partial,Chennai,Tamil Nadu
S0681,Gavin Sachdeva,24,Female,B.Sc (Maths),3,85.15,7.46,07-10-2022,On Leave,Yes,No,,200000,62292.41,87707.59,Partial,Pune,Maharashtra
S0682,Ekani Bajaj,18,Male,B.Com,3,84.06,7.25,09-04-2024,Graduated,Yes,No,,250000,163173.84,24326.16,Partial,Kolkata,West Bengal
S0683,Gopal Khare,24,Male,MBA,2,72.3,6.82,31-03-2022,Graduated,Yes,Yes,,450000,273991.59,63508.41,Partial,Delhi,Delhi
S0684,Hemani Gole,21,Female,B.Sc (Physics),2,71.67,7.59,22-01-2023,Dropped,No,No,,220000,70591.42,149408.58,Partial,Jaipur,Rajasthan
S0685,Hardik Mangat,23,Male,B.Com,2,69.78,9.32,17-05-2024,Graduated,No,No,,250000,85803.29,164196.71,Partial,Hyderabad,Telangana
S0686,Urishilla Mane,24,Female,B.Tech (CSE),3,67.76,5.21,11-04-2025,Graduated,Yes,Yes,,600000,172227.88,127772.12,Partial,Mumbai,Maharashtra
S0687,Ranveer Yadav,20,Male,B.Com,1,79.28,7.03,15-12-2024,On Leave,No,Yes,,250000,215479.28,34520.72,Partial,Ahmedabad,Gujarat
S0688,Raghav Gokhale,24,Male,MBA,1,96.9,5.65,08-10-2022,Active,Yes,No,Not Placed,450000,234286.75,103213.25,Partial,Delhi,Delhi
S0689,Ishita Chatterjee,20,Male,B.Tech (CSE),2,65.41,5.15,03-02-2025,On Leave,Yes,No,,600000,201313.95,98686.05,Partial,Delhi,Delhi
S0690,Chatresh Bath,19,Female,B.Sc (Maths),4,84.98,7.97,17-08-2023,On Leave,Yes,Yes,,200000,85931.62,64068.38,Partial,Jaipur,Rajasthan
S0691,Dalbir Parsa,21,Female,B.Tech (CSE),2,75.83,7.27,28-02-2024,On Leave,Yes,Yes,,600000,369548.86,80451.14,Partial,Jaipur,Rajasthan
S0692,Siddharth Pillay,22,Female,BBA,1,65.51,5.99,22-05-2023,Graduated,No,Yes,,300000,136369.72,163630.28,Partial,Bhopal,Madhya Pradesh
S0693,Dalbir Kumer,20,Male,MBA,2,78.76,9.06,30-11-2024,On Leave,Yes,No,,450000,212289.39,125210.61,Partial,Bengaluru,Karnataka
S0694,Harini Kalla,22,Female,MCA,2,87.34,8.68,10-10-2024,On Leave,Yes,No,Placed,350000,258525.84,3974.16,Partial,Patna,Bihar
S0695,Henry Chana,18,Female,MBA,1,97.16,6.71,14-01-2022,Active,Yes,No,Not Placed,450000,127480.13,97519.87,Partial,Bengaluru,Karnataka
S0696,Rayaan Mukherjee,20,Female,MBA,1,80.36,8.63,09-06-2025,Dropped,Yes,No,Not Placed,450000,336529.09,970.91,Partial,Bengaluru,Karnataka
S0697,Pallavi Virk,20,Male,MCA,2,82.92,8.02,29-10-2023,Graduated,Yes,No,Not Placed,350000,78384.52,96615.48,Partial,Ahmedabad,Gujarat
S0698,Liam Seth,20,Male,B.Sc (Physics),3,82.92,7.02,05-02-2022,On Leave,No,Yes,,220000,94228.48,125771.52,Partial,Delhi,Delhi
S0699,Jairaj Doctor,23,Male,B.Sc (Maths),3,85.04,5.91,01-07-2025,On Leave,No,No,,200000,104220.05,95779.95,Partial,Pune,Maharashtra
S0700,Netra Prabhu,23,Female,B.Tech (CSE),3,77.02,8.84,01-01-2024,Graduated,No,No,,600000,341476.88,258523.12,Partial,Kolkata,West Bengal
S0701,Bahadurjit Anne,21,Female,B.Tech (ECE),3,98.64,6.95,11-02-2022,Active,Yes,Yes,,550000,336947.85,75552.15,Partial,Mumbai,Maharashtra
S0702,Meghana Kakar,18,Male,B.Tech (ECE),3,85.1,5.42,03-11-2021,Active,Yes,No,,550000,127970.51,284529.49,Partial,Kolkata,West Bengal
S0703,Ranbir Jhaveri,21,Female,B.Sc (Maths),4,92.64,8.36,25-06-2025,Graduated,Yes,No,Placed,200000,83528.35,16471.65,Partial,Patna,Bihar
S0704,Bhavika Kale,22,Female,B.Tech (ECE),4,61.86,8.92,20-07-2025,Graduated,Yes,Yes,Not Placed,550000,240874.18,34125.82,Partial,Pune,Maharashtra
S0705,Lipika Goyal,25,Female,MBA,2,67.55,5.15,14-07-2023,On Leave,Yes,Yes,Placed,450000,297391.89,40108.11,Partial,Kolkata,West Bengal
S0706,Eta Maharaj,19,Female,B.Sc (Physics),2,73.04,6.55,28-06-2023,Active,Yes,Yes,,220000,146389.95,18610.05,Partial,Lucknow,Uttar Pradesh
S0707,Zaitra Tak,23,Female,B.Tech (CSE),3,63.33,6.06,14-06-2023,Dropped,Yes,No,,600000,390474.87,59525.13,Partial,Mumbai,Maharashtra
S0708,Yatan Karnik,18,Male,MCA,2,63.77,8.19,30-06-2024,Graduated,Yes,Yes,,350000,90563.54,84436.46,Partial,Mumbai,Maharashtra
S0709,Chandani Dhillon,22,Male,B.Sc (Physics),2,89.93,8.04,24-10-2022,Active,No,Yes,,220000,167396.58,52603.42,Partial,Jaipur,Rajasthan
S0710,Jyoti Dewan,20,Male,MCA,1,61.24,6.56,27-06-2025,Active,Yes,No,Not Placed,350000,186675.83,75824.17,Partial,Ahmedabad,Gujarat
S0711,Abhiram Vaidya,21,Female,B.Tech (ECE),3,77.61,6.94,20-01-2022,Active,No,Yes,,550000,441909.98,108090.02,Partial,Cochin,Kerala
S0712,Ayaan Kuruvilla,20,Female,B.Tech (CSE),1,70.49,6.83,23-04-2025,Active,No,Yes,,600000,181346.86,418653.14,Partial,Bengaluru,Karnataka
S0713,Yochana Seshadri,25,Female,MCA,2,64.93,5.21,16-02-2023,Dropped,No,No,,350000,233687.1,116312.9,Partial,Bhopal,Madhya Pradesh
S0714,Ridhi Ratta,22,Female,MCA,1,87.27,6.78,29-10-2022,Dropped,Yes,Yes,,350000,116215.32,58784.68,Partial,Delhi,Delhi
S0715,Ekavir Kibe,22,Male,B.Com,4,93.09,8.41,12-03-2024,Active,No,Yes,Not Placed,250000,115462.46,134537.54,Partial,Lucknow,Uttar Pradesh
S0716,Nilima Banik,18,Male,B.Tech (CSE),4,89.5,6.05,20-08-2021,Active,No,Yes,,600000,293640.47,306359.53,Partial,Jaipur,Rajasthan
S0717,Max Mukherjee,24,Female,B.Sc (Maths),3,72.19,6.97,30-07-2023,Dropped,Yes,Yes,,200000,86709.84,63290.16,Partial,Cochin,Kerala
S0718,Yasti Parsa,22,Male,B.Tech (ECE),1,93.04,8.69,16-04-2025,Graduated,No,No,,550000,177791.03,372208.97,Partial,Bengaluru,Karnataka
S0719,Indrajit Guha,21,Male,B.Tech (CSE),3,85.96,9.28,25-09-2023,On Leave,No,No,,600000,216773.47,383226.53,Partial,Kolkata,West Bengal
S0720,Jeevika Mukhopadhyay,24,Female,BBA,1,80.44,9.23,20-09-2023,Active,Yes,No,,300000,115667.24,109332.76,Partial,Delhi,Delhi
S0721,Bakhshi Arya,23,Female,B.Tech (CSE),2,87.93,7.37,06-05-2023,On Leave,Yes,Yes,,600000,256848.59,43151.41,Partial,Mumbai,Maharashtra
S0722,Damyanti Thaker,25,Male,B.Com,1,73.52,9.47,12-09-2021,Dropped,No,Yes,,250000,202074.43,47925.57,Partial,Jaipur,Rajasthan
S0723,Kala Subramanian,23,Female,B.Sc (Physics),1,89.38,9.2,30-08-2021,Graduated,Yes,Yes,,220000,113671.83,51328.17,Partial,Chennai,Tamil Nadu
S0724,Christopher Swamy,23,Female,MBA,1,82.12,7.34,04-08-2025,On Leave,Yes,Yes,Not Placed,450000,303363.28,34136.72,Partial,Chennai,Tamil Nadu
S0725,Hamsini Sekhon,23,Female,MBA,2,88.96,7.67,24-07-2023,Active,Yes,No,,450000,214511.3,122988.7,Partial,Chandigarh,Punjab
S0726,Isaiah Khosla,21,Male,MBA,2,82.8,7.32,07-09-2022,Dropped,Yes,Yes,Not Placed,450000,149263.95,188236.05,Partial,Pune,Maharashtra
S0727,Sanaya Mahal,18,Male,BBA,1,94.17,9.36,07-02-2025,Active,No,No,,300000,269722.82,30277.18,Partial,Cochin,Kerala
S0728,Vidhi Mistry,23,Female,MCA,2,81.31,5.4,09-02-2023,Dropped,No,No,Not Placed,350000,149320.64,200679.36,Partial,Pune,Maharashtra
S0729,Jonathan Jha,18,Male,B.Tech (CSE),2,68.37,6.84,17-12-2021,Active,No,Yes,,600000,180385.69,419614.31,Partial,Bhopal,Madhya Pradesh
S0730,Chandresh Goswami,20,Female,B.Com,3,88.51,5.46,13-10-2023,Graduated,Yes,No,,250000,92156.2,32843.8,Partial,Pune,Maharashtra
S0731,Ijaya Guha,21,Male,B.Sc (Maths),3,62.65,5.6,21-02-2025,Dropped,Yes,Yes,,200000,74746.99,75253.01,Partial,Pune,Maharashtra
S0732,Hitesh Gara,25,Female,B.Tech (ECE),4,76.56,6.26,19-02-2023,Dropped,Yes,Yes,Placed,550000,307579.57,104920.43,Partial,Chennai,Tamil Nadu
S0733,Upadhriti Hari,18,Male,BBA,2,67.39,5.54,17-01-2023,On Leave,No,No,,300000,189226.8,110773.2,Partial,Cochin,Kerala
S0734,Max Singhal,25,Male,B.Sc (Physics),3,91.57,6.61,30-06-2024,Active,Yes,No,,220000,57126.37,107873.63,Partial,Chennai,Tamil Nadu
S0735,Ekbal Nath,18,Female,MCA,1,93.22,6.31,10-09-2023,Dropped,Yes,No,,350000,216931.45,45568.55,Partial,Ahmedabad,Gujarat
S0736,Gagan Madan,23,Female,BBA,1,82.18,8.41,27-05-2022,Graduated,Yes,No,,300000,51265.79,98734.21,Partial,Jaipur,Rajasthan
S0737,Jackson Master,24,Female,B.Tech (ECE),4,84.46,6.37,02-03-2024,On Leave,Yes,Yes,Not Placed,550000,267103.13,7896.87,Partial,Lucknow,Uttar Pradesh
S0738,Raghav Bal,20,Female,B.Com,4,64.64,7.84,03-01-2022,Dropped,Yes,No,Not Placed,250000,172208.27,15291.73,Partial,Pune,Maharashtra
S0739,Eiravati Dhar,24,Male,B.Tech (CSE),2,98.37,7.01,03-10-2022,Graduated,Yes,Yes,,600000,179793.9,120206.1,Partial,Bengaluru,Karnataka
S0740,Maya Singhal,22,Male,B.Sc (Physics),4,68.17,7.28,21-08-2023,On Leave,Yes,No,Placed,220000,54984.62,110015.38,Partial,Patna,Bihar
S0741,Vidhi Desai,22,Male,B.Tech (CSE),1,72.81,7.23,25-01-2023,Dropped,No,No,,600000,232634.07,367365.93,Partial,Lucknow,Uttar Pradesh
S0742,Theodore Kulkarni,21,Female,MBA,1,90.24,7.13,03-09-2022,Dropped,Yes,No,Not Placed,450000,247784.8,89715.2,Partial,Pune,Maharashtra
S0743,Madhavi Karpe,21,Female,BBA,1,94.75,5.38,02-08-2025,Dropped,Yes,Yes,,300000,112592.12,37407.88,Partial,Patna,Bihar
S0744,Liam Prasad,21,Female,B.Sc (Maths),2,75.96,5.33,07-04-2022,Active,No,No,,200000,117658.94,82341.06,Partial,Lucknow,Uttar Pradesh
S0745,Anvi Narula,22,Female,B.Tech (ECE),2,63.71,9.37,12-04-2023,Dropped,Yes,Yes,,550000,297597.81,114902.19,Partial,Lucknow,Uttar Pradesh
S0746,Kai Ghosh,18,Female,B.Sc (Maths),1,80.87,5.41,05-12-2021,On Leave,Yes,Yes,,200000,59766.23,90233.77,Partial,Delhi,Delhi
S0747,Sachi Sarin,24,Female,B.Sc (Maths),4,94.05,5.77,23-08-2023,Graduated,Yes,Yes,Not Placed,200000,137283.38,12716.62,Partial,Lucknow,Uttar Pradesh
S0748,Falak Solanki,18,Male,MCA,1,69.91,5.13,23-03-2024,Dropped,Yes,Yes,,350000,141014.47,121485.53,Partial,Patna,Bihar
S0749,Samaksh Hans,20,Female,BBA,2,80.69,7.42,12-07-2024,Graduated,Yes,No,,300000,137510.83,12489.17,Partial,Ahmedabad,Gujarat
S0750,Tripti Saxena,18,Male,B.Tech (ECE),1,68.61,8.76,06-09-2024,Graduated,Yes,Yes,,550000,344034.05,68465.95,Partial,Delhi,Delhi
S0751,Gagan Chander,23,Male,MCA,1,72.08,7.75,09-10-2024,Graduated,Yes,No,Not Placed,350000,141519.93,33480.07,Partial,Chennai,Tamil Nadu
S0752,Vedika Ramesh,22,Male,MBA,2,81.76,8.78,24-04-2022,On Leave,Yes,Yes,,450000,152827.65,184672.35,Partial,Mumbai,Maharashtra
S0753,Anmol Dar,18,Male,MBA,2,60.14,6,08-10-2022,Active,Yes,Yes,,450000,177734.36,47265.64,Partial,Chandigarh,Punjab
S0754,Zayan Ram,25,Female,B.Com,1,69.27,8.75,29-07-2023,Graduated,No,No,,250000,75326.71,174673.29,Partial,Jaipur,Rajasthan
S0755,Jack Dugar,18,Male,MCA,2,96.91,8.44,13-07-2025,Graduated,Yes,No,Placed,350000,129065.08,45934.92,Partial,Delhi,Delhi
S0756,Ekantika Sampath,24,Male,B.Sc (Maths),2,99.12,8.71,30-06-2022,On Leave,Yes,Yes,,200000,47949.36,102050.64,Partial,Lucknow,Uttar Pradesh
S0757,Barkha Aggarwal,18,Male,B.Tech (ECE),1,99.9,7,10-09-2022,Dropped,Yes,Yes,,550000,251601.94,160898.06,Partial,Ahmedabad,Gujarat
S0758,Ishanvi Deep,22,Male,BBA,1,67.16,6.65,16-01-2023,Graduated,Yes,Yes,,300000,120399.53,104600.47,Partial,Lucknow,Uttar Pradesh
S0759,Jagdish Patla,24,Male,B.Com,3,80.67,5.63,16-01-2022,Graduated,No,No,,250000,91317.7,158682.3,Partial,Mumbai,Maharashtra
S0760,Nandini Uppal,24,Female,B.Tech (CSE),3,61.49,8.77,06-05-2024,Active,Yes,No,,600000,385595.22,64404.78,Partial,Delhi,Delhi
S0761,Omaja Konda,22,Female,B.Tech (ECE),3,99.67,9.32,09-02-2022,Dropped,Yes,Yes,,550000,189483.71,85516.29,Partial,Hyderabad,Telangana
S0762,Priya Kapur,24,Female,B.Tech (ECE),4,85.21,8.34,03-05-2024,Active,Yes,No,Placed,550000,301774.84,110725.16,Partial,Pune,Maharashtra
S0763,Akshay Pathak,23,Female,B.Tech (CSE),1,82.08,9.26,25-04-2022,Active,Yes,Yes,,600000,129291.57,170708.43,Partial,Kolkata,West Bengal
S0764,Qasim Walia,21,Male,MCA,1,72.54,8.8,30-10-2022,On Leave,Yes,No,Placed,350000,218936.29,43563.71,Partial,Lucknow,Uttar Pradesh
S0765,Chandran Subramaniam,20,Female,MBA,2,72.66,9.4,27-09-2023,Active,No,No,Placed,450000,437797.07,12202.93,Partial,Mumbai,Maharashtra
S0766,Robert Dixit,23,Female,BBA,1,69.44,6.88,24-12-2022,On Leave,Yes,Yes,,300000,97058.19,52941.81,Partial,Kolkata,West Bengal
S0767,Yochana Kulkarni,19,Female,B.Tech (CSE),1,83.9,7,27-01-2024,On Leave,Yes,No,,600000,435176.15,14823.85,Partial,Bengaluru,Karnataka
S0768,Advay Grewal,18,Female,B.Tech (CSE),4,63.19,8.08,15-05-2022,Active,No,No,Placed,600000,302648.86,297351.14,Partial,Chandigarh,Punjab
S0769,Amol Rege,19,Male,MBA,1,60.96,7.48,14-05-2025,Graduated,No,Yes,Placed,450000,203606.32,246393.68,Partial,Kolkata,West Bengal
S0770,Indali Thaker,23,Female,B.Tech (ECE),1,81.8,5.69,04-02-2022,Dropped,No,No,,550000,380547.6,169452.4,Partial,Bengaluru,Karnataka
S0771,Elijah Doctor,24,Male,B.Sc (Physics),3,60.6,9.11,25-03-2024,Active,Yes,No,,220000,100094.84,64905.16,Partial,Hyderabad,Telangana
S0772,Faras Iyengar,23,Female,MBA,1,74.43,7.13,03-08-2022,Graduated,No,Yes,,450000,263919.51,186080.49,Partial,Patna,Bihar
S0773,Ishaan Buch,22,Female,B.Tech (CSE),1,75.38,5.58,26-05-2025,Dropped,No,No,,600000,328150.69,271849.31,Partial,Mumbai,Maharashtra
S0774,Watika Ramanathan,22,Male,B.Sc (Physics),3,68.19,5.74,04-05-2023,Graduated,Yes,Yes,,220000,158685.11,6314.89,Partial,Mumbai,Maharashtra
S0775,Lekha Batta,23,Female,B.Tech (ECE),2,80.71,9.33,05-08-2022,Graduated,No,Yes,,550000,451359.34,98640.66,Partial,Pune,Maharashtra
S0776,Isha Baria,21,Male,MCA,1,83.89,9.01,25-01-2025,Graduated,Yes,No,Placed,350000,79837.22,182662.78,Partial,Bengaluru,Karnataka
S0777,Janani Krishnamurthy,23,Male,MCA,1,65.65,9.21,22-04-2024,Graduated,No,Yes,Not Placed,350000,130849.4,219150.6,Partial,Jaipur,Rajasthan
S0778,Timothy Tank,23,Female,MBA,1,99.68,7.36,05-10-2023,Active,Yes,Yes,Not Placed,450000,100839.05,124160.95,Partial,Bhopal,Madhya Pradesh
S0779,Unnati Kurian,24,Female,B.Sc (Maths),1,72.01,6.74,12-10-2021,Graduated,Yes,No,,200000,141600.38,8399.62,Partial,Ahmedabad,Gujarat
S0780,Divya Chaudry,19,Male,B.Tech (CSE),3,93.67,5.52,11-11-2023,Graduated,Yes,No,,600000,294345.64,155654.36,Partial,Mumbai,Maharashtra
S0781,Reva Narula,25,Female,B.Sc (Maths),4,67.86,7.59,12-07-2022,Active,Yes,No,Not Placed,200000,71974.64,78025.36,Partial,Jaipur,Rajasthan
S0782,Sanya Choudhary,24,Female,MCA,1,95.48,9.44,26-03-2024,Graduated,No,Yes,Not Placed,350000,342786.31,7213.69,Partial,Mumbai,Maharashtra
S0783,Tamanna Upadhyay,20,Male,B.Tech (CSE),4,64.92,5.14,23-04-2022,On Leave,No,Yes,Not Placed,600000,321159.85,278840.15,Partial,Chandigarh,Punjab
S0784,Kashvi Banik,20,Female,B.Tech (CSE),4,80.47,8.52,18-12-2021,Dropped,Yes,No,Not Placed,600000,260979.53,39020.47,Partial,Pune,Maharashtra
S0785,Kamya Dyal,22,Female,BBA,2,67.54,7.56,18-12-2023,Graduated,Yes,No,,300000,69372.41,155627.59,Partial,Cochin,Kerala
S0786,Yutika D’Alia,20,Female,MBA,2,61.21,9.37,25-08-2021,Active,No,No,Not Placed,450000,207027.67,242972.33,Partial,Bengaluru,Karnataka
S0787,Hitesh Bawa,23,Female,B.Tech (ECE),3,85.87,9.5,06-03-2023,Active,Yes,No,,550000,256372.75,18627.25,Partial,Jaipur,Rajasthan
S0788,Pushti Krishna,25,Male,B.Sc (Maths),4,63.55,8.38,20-01-2024,Active,No,No,,200000,82240.29,117759.71,Partial,Pune,Maharashtra
S0789,Chaitaly Nori,18,Female,B.Sc (Physics),2,98.04,8.84,05-02-2023,Graduated,No,Yes,,220000,115514.22,104485.78,Partial,Mumbai,Maharashtra
S0790,Robert Setty,24,Female,B.Tech (CSE),2,62.98,8.48,21-11-2023,Active,Yes,No,,600000,212148.84,237851.16,Partial,Chandigarh,Punjab
S0791,Chandran Naidu,18,Male,B.Sc (Maths),2,95.24,6.32,14-06-2022,Graduated,No,No,,200000,158319.75,41680.25,Partial,Hyderabad,Telangana
S0792,Kavya Kadakia,23,Male,BBA,1,61.6,5.99,12-01-2024,On Leave,No,Yes,,300000,236223.66,63776.34,Partial,Pune,Maharashtra
S0793,Gauri Vasa,19,Female,MCA,1,80.91,6.28,15-05-2023,On Leave,Yes,Yes,Not Placed,350000,206712.11,55787.89,Partial,Kolkata,West Bengal
S0794,Arya Kant,23,Male,B.Com,3,63.33,6.05,19-07-2025,Graduated,Yes,Yes,,250000,128922.06,58577.94,Partial,Pune,Maharashtra
S0795,Ira Sha,18,Female,B.Tech (ECE),2,76.83,7.29,23-06-2025,Dropped,Yes,Yes,,550000,139043.13,135956.87,Partial,Delhi,Delhi
S0796,Radhika Kibe,25,Male,BBA,1,66.04,7.04,16-06-2025,Dropped,Yes,Yes,,300000,134822.92,15177.08,Partial,Chandigarh,Punjab
S0797,Varenya Edwin,25,Female,B.Com,1,91.97,6.21,18-02-2022,Active,Yes,Yes,,250000,47317.99,77682.01,Partial,Chennai,Tamil Nadu
S0798,Luke Agarwal,24,Female,B.Tech (ECE),3,69.83,9.38,11-02-2023,Graduated,Yes,No,,550000,149276.36,125723.64,Partial,Chennai,Tamil Nadu
S0799,Dakshesh Cheema,25,Male,B.Sc (Physics),4,84.67,5.93,22-01-2022,On Leave,No,No,Placed,220000,182487.64,37512.36,Partial,Pune,Maharashtra
S0800,Champak Magar,18,Female,B.Com,2,84.99,7.25,30-12-2022,Dropped,Yes,Yes,,250000,81548.28,105951.72,Partial,Pune,Maharashtra
S0801,Varsha Murty,19,Female,B.Tech (ECE),2,85.24,9.38,13-06-2025,On Leave,Yes,Yes,,550000,347843.13,64656.87,Partial,Patna,Bihar
S0802,Krish Bhatnagar,19,Female,MCA,1,98.85,7.86,23-03-2025,Graduated,Yes,No,,350000,253431.54,9068.46,Partial,Delhi,Delhi
S0803,Orinder Ramesh,24,Female,MCA,2,91.62,7.73,13-11-2021,Dropped,Yes,No,Not Placed,350000,82534.57,179965.43,Partial,Jaipur,Rajasthan
S0804,Patrick Devi,18,Female,BBA,1,80.71,8.85,02-10-2022,Graduated,Yes,No,,300000,90415.43,59584.57,Partial,Patna,Bihar
S0805,Parth Anne,24,Female,BBA,2,76.09,9.41,13-11-2023,Dropped,Yes,Yes,,300000,78471.5,146528.5,Partial,Patna,Bihar
S0806,Chakradev Aurora,24,Female,BBA,1,82.05,5.87,04-07-2023,Graduated,Yes,No,,300000,133868.88,91131.12,Partial,Hyderabad,Telangana
S0807,Jhalak Natarajan,19,Male,MBA,1,71.13,8.53,16-02-2022,Active,No,No,Placed,450000,426605.56,23394.44,Partial,Chennai,Tamil Nadu
S0808,Harita Sood,21,Female,B.Tech (ECE),3,91.02,9.31,21-10-2021,Dropped,Yes,Yes,,550000,125427.56,149572.44,Partial,Patna,Bihar
S0809,Urmi Pal,21,Female,B.Sc (Maths),2,72.84,7.87,12-10-2024,On Leave,No,Yes,,200000,141893.96,58106.04,Partial,Mumbai,Maharashtra
S0810,Rushil Murthy,20,Female,B.Sc (Physics),3,93,6.76,04-10-2023,Active,Yes,No,,220000,47969.57,62030.43,Partial,Bhopal,Madhya Pradesh
S0811,Michael Karan,23,Male,B.Sc (Physics),1,70.82,6.08,03-08-2024,On Leave,No,No,,220000,205213.63,14786.37,Partial,Bengaluru,Karnataka
S0812,Prisha Kant,18,Male,BBA,1,66.98,8.71,01-11-2021,Graduated,No,Yes,,300000,98738.96,201261.04,Partial,Chennai,Tamil Nadu
S0813,Oviya Bajwa,24,Female,B.Tech (ECE),3,69.69,7.33,19-12-2023,On Leave,Yes,No,,550000,219507.16,192992.84,Partial,Cochin,Kerala
S0814,Ekbal Rana,23,Female,BBA,1,84.42,5.54,05-01-2025,Dropped,Yes,No,,300000,118446.63,31553.37,Partial,Lucknow,Uttar Pradesh
S0815,Pratyush Bhattacharyya,22,Female,B.Sc (Physics),1,97.37,5.48,03-07-2023,Graduated,Yes,No,,220000,68916.56,41083.44,Partial,Delhi,Delhi
S0816,Indira Sant,23,Female,B.Sc (Maths),3,89.84,8.19,24-01-2023,Dropped,Yes,Yes,,200000,45262.95,54737.05,Partial,Chandigarh,Punjab
S0817,Aachal Korpal,18,Female,B.Tech (CSE),2,94.45,6.66,14-10-2023,Dropped,Yes,No,,600000,248160.59,51839.41,Partial,Patna,Bihar
